Participant,Question,Scores
152,FEEDBK,None
153,DEM1,Yes
153,DEM2,35-44 years old
153,ATTN,Yes
153,EXP1,Yes
153,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
153,EXP1A_4_TEXT,NA
153,EXP2,No
153,EXP3,Yes
153,OIRA1A,5
153,OIRA1B,The user was confused by the device's response
153,OIRA1B_4_TEXT,
153,OIRA2A,3
153,OIRA2B,The user did not understand the device
153,OIRA2B_4_TEXT,
153,OIRA3A,4
153,OIRA3B,The user was confused by the device's response
153,OIRA3B_4_TEXT,
153,OIRA4A,5
153,OIRA4B,The user was confused by the device's response
153,OIRA4B_4_TEXT,
153,OIRA5A,2
153,OIRA5B,The user was confused by the device's response
153,OIRA5B_4_TEXT,
153,OIRB1A,5
153,OIRB1B,The user was not able to hear the device
153,OIRB1B_4_TEXT,
153,OIRB2A,3
153,OIRB2B,The user was not able to hear the device
153,OIRB2B_4_TEXT,
153,OIRB3A,4
153,OIRB3B,The user was not able to hear the device
153,OIRB3B_4_TEXT,
153,OIRB4A,4
153,OIRB4B,The user was confused by the device's response
153,OIRB4B_4_TEXT,
153,OIRB5A,2
153,OIRB5B,The user was confused by the device's response
153,OIRB5B_4_TEXT,
153,RFCA1A,5
153,RFCA2A,4
153,RFCA3A,5
153,RFCA4A,5
153,RFCA5A,5
153,RFCB1A,4
153,RFCB2A,2
153,RFCB3A,4
153,RFCB4A,5
153,RFCB5A,4
153,RFCC1A,2
153,RFCC2A,2
153,RFCC3A,2
153,RFCC4A,3
153,RFCC5A,4
153,RFCD1A,4
153,RFCD2A,3
153,RFCD3A,3
153,RFCD4A,5
153,RFCD5A,5
153,FEEDBK,
154,DEM1,Yes
154,DEM2,45-54 years old
154,ATTN,Yes
154,EXP1,Yes
154,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
154,EXP1A_4_TEXT,NA
154,EXP2,No
154,EXP3,Yes
154,OIRA1A,5
154,OIRA1B,The user was not able to hear the device
154,OIRA1B_4_TEXT,
154,OIRA2A,5
154,OIRA2B,The user was not able to hear the device
154,OIRA2B_4_TEXT,
154,OIRA3A,4
154,OIRA3B,The user was confused by the device's response
154,OIRA3B_4_TEXT,
154,OIRA4A,4
154,OIRA4B,The user was confused by the device's response
154,OIRA4B_4_TEXT,
154,OIRA5A,4
154,OIRA5B,Other (if other, please describe):
154,OIRA5B_4_TEXT,There may be more than 1 contact with the name Mom
154,OIRB1A,5
154,OIRB1B,The user was not able to hear the device
154,OIRB1B_4_TEXT,
154,OIRB2A,5
154,OIRB2B,The user was not able to hear the device
154,OIRB2B_4_TEXT,
154,OIRB3A,4
154,OIRB3B,The user was confused by the device's response
154,OIRB3B_4_TEXT,
154,OIRB4A,4
154,OIRB4B,The user was confused by the device's response
154,OIRB4B_4_TEXT,
154,OIRB5A,5
154,OIRB5B,The user did not understand the device
154,OIRB5B_4_TEXT,
154,RFCA1A,5
154,RFCA2A,4
154,RFCA3A,5
154,RFCA4A,5
154,RFCA5A,2
154,RFCB1A,2
154,RFCB2A,5
154,RFCB3A,2
154,RFCB4A,2
154,RFCB5A,2
154,RFCC1A,4
154,RFCC2A,4
154,RFCC3A,2
154,RFCC4A,2
154,RFCC5A,2
154,RFCD1A,5
154,RFCD2A,5
154,RFCD3A,5
154,RFCD4A,5
154,RFCD5A,5
154,FEEDBK,None, thank you.
155,DEM1,Yes
155,DEM2,35-44 years old
155,ATTN,Yes
155,EXP1,Yes
155,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
155,EXP1A_4_TEXT,NA
155,EXP2,No
155,EXP3,No
155,OIRA1A,5
155,OIRA1B,The user was not able to hear the device
155,OIRA1B_4_TEXT,
155,OIRA2A,2
155,OIRA2B,Other (if other, please describe):
155,OIRA2B_4_TEXT,Use of we.
155,OIRA3A,2
155,OIRA3B,Other (if other, please describe):
155,OIRA3B_4_TEXT,Inappropriate response to user request.
155,OIRA4A,2
155,OIRA4B,Other (if other, please describe):
155,OIRA4B_4_TEXT,Inappropriate use of personal pronoun.
155,OIRA5A,3
155,OIRA5B,The user was not able to hear the device
155,OIRA5B_4_TEXT,
155,OIRB1A,5
155,OIRB1B,The user was not able to hear the device
155,OIRB1B_4_TEXT,
155,OIRB2A,4
155,OIRB2B,Other (if other, please describe):
155,OIRB2B_4_TEXT,Use of we. He doesn't want the personal assistant to come with him.
155,OIRB3A,2
155,OIRB3B,The user was confused by the device's response
155,OIRB3B_4_TEXT,
155,OIRB4A,2
155,OIRB4B,Other (if other, please describe):
155,OIRB4B_4_TEXT,Pronoun
155,OIRB5A,3
155,OIRB5B,The user was not able to hear the device
155,OIRB5B_4_TEXT,
155,RFCA1A,5
155,RFCA2A,5
155,RFCA3A,5
155,RFCA4A,5
155,RFCA5A,5
155,RFCB1A,4
155,RFCB2A,4
155,RFCB3A,4
155,RFCB4A,4
155,RFCB5A,4
155,RFCC1A,4
155,RFCC2A,4
155,RFCC3A,4
155,RFCC4A,4
155,RFCC5A,4
155,RFCD1A,2
155,RFCD2A,4
155,RFCD3A,4
155,RFCD4A,4
155,RFCD5A,2
155,FEEDBK,N/a
156,DEM1,Yes
156,DEM2,45-54 years old
156,ATTN,Yes
156,EXP1,Yes
156,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
156,EXP1A_4_TEXT,NA
156,EXP2,No
156,EXP3,No
156,OIRA1A,5
156,OIRA1B,The user did not understand the device
156,OIRA1B_4_TEXT,
156,OIRA2A,4
156,OIRA2B,The user was not able to hear the device
156,OIRA2B_4_TEXT,
156,OIRA3A,5
156,OIRA3B,The user was confused by the device's response
156,OIRA3B_4_TEXT,
156,OIRA4A,5
156,OIRA4B,The user was not able to hear the device
156,OIRA4B_4_TEXT,
156,OIRA5A,5
156,OIRA5B,The user was confused by the device's response
156,OIRA5B_4_TEXT,
156,OIRB1A,4
156,OIRB1B,The user was confused by the device's response
156,OIRB1B_4_TEXT,
156,OIRB2A,5
156,OIRB2B,The user was confused by the device's response
156,OIRB2B_4_TEXT,
156,OIRB3A,5
156,OIRB3B,The user was not able to hear the device
156,OIRB3B_4_TEXT,
156,OIRB4A,4
156,OIRB4B,The user did not understand the device
156,OIRB4B_4_TEXT,
156,OIRB5A,4
156,OIRB5B,The user did not understand the device
156,OIRB5B_4_TEXT,
156,RFCA1A,3
156,RFCA2A,4
156,RFCA3A,4
156,RFCA4A,4
156,RFCA5A,5
156,RFCB1A,2
156,RFCB2A,3
156,RFCB3A,2
156,RFCB4A,3
156,RFCB5A,2
156,RFCC1A,4
156,RFCC2A,2
156,RFCC3A,3
156,RFCC4A,2
156,RFCC5A,1
156,RFCD1A,3
156,RFCD2A,4
156,RFCD3A,2
156,RFCD4A,3
156,RFCD5A,2
156,FEEDBK,good study
157,DEM1,Yes
157,DEM2,25-34 years old
157,ATTN,Yes
157,EXP1,Yes
157,EXP1A,Mobile phone
157,EXP1A_4_TEXT,NA
157,EXP2,No
157,EXP3,Yes
157,OIRA1A,4
157,OIRA1B,The user was confused by the device's response
157,OIRA1B_4_TEXT,
157,OIRA2A,5
157,OIRA2B,The user was confused by the device's response
157,OIRA2B_4_TEXT,
157,OIRA3A,5
157,OIRA3B,The user was not able to hear the device
157,OIRA3B_4_TEXT,
157,OIRA4A,5
157,OIRA4B,The user was not able to hear the device
157,OIRA4B_4_TEXT,
157,OIRA5A,4
157,OIRA5B,The user was confused by the device's response
157,OIRA5B_4_TEXT,
157,OIRB1A,5
157,OIRB1B,The user was not able to hear the device
157,OIRB1B_4_TEXT,
157,OIRB2A,5
157,OIRB2B,The user was confused by the device's response
157,OIRB2B_4_TEXT,
157,OIRB3A,4
157,OIRB3B,The user did not understand the device
157,OIRB3B_4_TEXT,
157,OIRB4A,4
157,OIRB4B,The user was not able to hear the device
157,OIRB4B_4_TEXT,
157,OIRB5A,5
157,OIRB5B,The user was confused by the device's response
157,OIRB5B_4_TEXT,
157,RFCA1A,1
157,RFCA2A,1
157,RFCA3A,1
157,RFCA4A,1
157,RFCA5A,1
157,RFCB1A,4
157,RFCB2A,1
157,RFCB3A,1
157,RFCB4A,2
157,RFCB5A,4
157,RFCC1A,5
157,RFCC2A,5
157,RFCC3A,4
157,RFCC4A,2
157,RFCC5A,4
157,RFCD1A,1
157,RFCD2A,2
157,RFCD3A,2
157,RFCD4A,5
157,RFCD5A,5
157,FEEDBK,
158,DEM1,Yes
158,DEM2,35-44 years old
158,ATTN,Yes
158,EXP1,Yes
158,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
158,EXP1A_4_TEXT,NA
158,EXP2,No
158,EXP3,No
158,OIRA1A,4
158,OIRA1B,The user was confused by the device's response
158,OIRA1B_4_TEXT,
158,OIRA2A,4
158,OIRA2B,The user was confused by the device's response
158,OIRA2B_4_TEXT,
158,OIRA3A,4
158,OIRA3B,The user was confused by the device's response
158,OIRA3B_4_TEXT,
158,OIRA4A,4
158,OIRA4B,The user did not understand the device
158,OIRA4B_4_TEXT,
158,OIRA5A,2
158,OIRA5B,The user was confused by the device's response
158,OIRA5B_4_TEXT,
158,OIRB1A,4
158,OIRB1B,The user was not able to hear the device
158,OIRB1B_4_TEXT,
158,OIRB2A,4
158,OIRB2B,The user was confused by the device's response
158,OIRB2B_4_TEXT,
158,OIRB3A,4
158,OIRB3B,The user was confused by the device's response
158,OIRB3B_4_TEXT,
158,OIRB4A,4
158,OIRB4B,The user did not understand the device
158,OIRB4B_4_TEXT,
158,OIRB5A,2
158,OIRB5B,The user did not understand the device
158,OIRB5B_4_TEXT,
158,RFCA1A,5
158,RFCA2A,5
158,RFCA3A,5
158,RFCA4A,5
158,RFCA5A,5
158,RFCB1A,2
158,RFCB2A,2
158,RFCB3A,2
158,RFCB4A,1
158,RFCB5A,1
158,RFCC1A,2
158,RFCC2A,4
158,RFCC3A,4
158,RFCC4A,2
158,RFCC5A,4
158,RFCD1A,4
158,RFCD2A,2
158,RFCD3A,4
158,RFCD4A,2
158,RFCD5A,2
158,FEEDBK,
159,DEM1,Yes
159,DEM2,55-64 years old
159,ATTN,Yes
159,EXP1,No
159,EXP1A,
159,EXP1A_4_TEXT,NA
159,EXP2,No
159,EXP3,Yes
159,OIRA1A,4
159,OIRA1B,The user was confused by the device's response
159,OIRA1B_4_TEXT,
159,OIRA2A,3
159,OIRA2B,The user was confused by the device's response
159,OIRA2B_4_TEXT,
159,OIRA3A,4
159,OIRA3B,The user was confused by the device's response
159,OIRA3B_4_TEXT,
159,OIRA4A,4
159,OIRA4B,The user was confused by the device's response
159,OIRA4B_4_TEXT,
159,OIRA5A,4
159,OIRA5B,The user was confused by the device's response
159,OIRA5B_4_TEXT,
159,OIRB1A,4
159,OIRB1B,The user was not able to hear the device
159,OIRB1B_4_TEXT,
159,OIRB2A,3
159,OIRB2B,The user was confused by the device's response
159,OIRB2B_4_TEXT,
159,OIRB3A,3
159,OIRB3B,The user was confused by the device's response
159,OIRB3B_4_TEXT,
159,OIRB4A,4
159,OIRB4B,The user was not able to hear the device
159,OIRB4B_4_TEXT,
159,OIRB5A,4
159,OIRB5B,The user was confused by the device's response
159,OIRB5B_4_TEXT,
159,RFCA1A,3
159,RFCA2A,2
159,RFCA3A,3
159,RFCA4A,2
159,RFCA5A,4
159,RFCB1A,1
159,RFCB2A,2
159,RFCB3A,2
159,RFCB4A,4
159,RFCB5A,4
159,RFCC1A,2
159,RFCC2A,2
159,RFCC3A,3
159,RFCC4A,3
159,RFCC5A,4
159,RFCD1A,2
159,RFCD2A,1
159,RFCD3A,4
159,RFCD4A,3
159,RFCD5A,1
159,FEEDBK,
160,DEM1,Yes
160,DEM2,55-64 years old
160,ATTN,Yes
160,EXP1,Yes
160,EXP1A,Mobile phone
160,EXP1A_4_TEXT,NA
160,EXP2,No
160,EXP3,No
160,OIRA1A,5
160,OIRA1B,The user was confused by the device's response
160,OIRA1B_4_TEXT,
160,OIRA2A,5
160,OIRA2B,The user was confused by the device's response
160,OIRA2B_4_TEXT,
160,OIRA3A,4
160,OIRA3B,The user was confused by the device's response
160,OIRA3B_4_TEXT,
160,OIRA4A,4
160,OIRA4B,The user was confused by the device's response
160,OIRA4B_4_TEXT,
160,OIRA5A,4
160,OIRA5B,The user was confused by the device's response
160,OIRA5B_4_TEXT,
160,OIRB1A,2
160,OIRB1B,The user was not able to hear the device
160,OIRB1B_4_TEXT,
160,OIRB2A,2
160,OIRB2B,The user was confused by the device's response
160,OIRB2B_4_TEXT,
160,OIRB3A,4
160,OIRB3B,The user was confused by the device's response
160,OIRB3B_4_TEXT,
160,OIRB4A,4
160,OIRB4B,The user was confused by the device's response
160,OIRB4B_4_TEXT,
160,OIRB5A,5
160,OIRB5B,The user was confused by the device's response
160,OIRB5B_4_TEXT,
160,RFCA1A,1
160,RFCA2A,1
160,RFCA3A,5
160,RFCA4A,4
160,RFCA5A,5
160,RFCB1A,2
160,RFCB2A,2
160,RFCB3A,2
160,RFCB4A,1
160,RFCB5A,4
160,RFCC1A,1
160,RFCC2A,1
160,RFCC3A,4
160,RFCC4A,4
160,RFCC5A,1
160,RFCD1A,1
160,RFCD2A,1
160,RFCD3A,3
160,RFCD4A,2
160,RFCD5A,1
160,FEEDBK,
161,DEM1,Yes
161,DEM2,35-44 years old
161,ATTN,Yes
161,EXP1,Yes
161,EXP1A,Mobile phone
161,EXP1A_4_TEXT,NA
161,EXP2,Yes
161,EXP3,No
161,OIRA1A,5
161,OIRA1B,Other (if other, please describe):
161,OIRA1B_4_TEXT,The Ai sounded like a human 
161,OIRA2A,4
161,OIRA2B,Other (if other, please describe):
161,OIRA2B_4_TEXT,The user was surprised the Ai responded like a friend 
161,OIRA3A,2
161,OIRA3B,Other (if other, please describe):
161,OIRA3B_4_TEXT,The user asked for a specific playlist and Ai responded that it will play a playlist 
161,OIRA4A,5
161,OIRA4B,Other (if other, please describe):
161,OIRA4B_4_TEXT,Ai sounded like a human or like a friend 
161,OIRA5A,2
161,OIRA5B,The user was confused by the device's response
161,OIRA5B_4_TEXT,
161,OIRB1A,5
161,OIRB1B,Other (if other, please describe):
161,OIRB1B_4_TEXT,Ai sounded very human 
161,OIRB2A,5
161,OIRB2B,Other (if other, please describe):
161,OIRB2B_4_TEXT,The Ai sounded like a friend 
161,OIRB3A,2
161,OIRB3B,The user was confused by the device's response
161,OIRB3B_4_TEXT,
161,OIRB4A,5
161,OIRB4B,Other (if other, please describe):
161,OIRB4B_4_TEXT,The Ai sounded like a human
161,OIRB5A,4
161,OIRB5B,The user was confused by the device's response
161,OIRB5B_4_TEXT,
161,RFCA1A,4
161,RFCA2A,3
161,RFCA3A,4
161,RFCA4A,5
161,RFCA5A,4
161,RFCB1A,2
161,RFCB2A,2
161,RFCB3A,3
161,RFCB4A,4
161,RFCB5A,4
161,RFCC1A,2
161,RFCC2A,3
161,RFCC3A,5
161,RFCC4A,5
161,RFCC5A,4
161,RFCD1A,1
161,RFCD2A,3
161,RFCD3A,2
161,RFCD4A,2
161,RFCD5A,3
161,FEEDBK,Study was all good 
162,DEM1,Yes
162,DEM2,35-44 years old
162,ATTN,Yes
162,EXP1,Yes
162,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
162,EXP1A_4_TEXT,NA
162,EXP2,No
162,EXP3,Yes
162,OIRA1A,4
162,OIRA1B,The user was confused by the device's response
162,OIRA1B_4_TEXT,
162,OIRA2A,4
162,OIRA2B,The user was confused by the device's response
162,OIRA2B_4_TEXT,
162,OIRA3A,4
162,OIRA3B,The user was confused by the device's response
162,OIRA3B_4_TEXT,
162,OIRA4A,4
162,OIRA4B,The user was confused by the device's response
162,OIRA4B_4_TEXT,
162,OIRA5A,4
162,OIRA5B,The user was confused by the device's response
162,OIRA5B_4_TEXT,
162,OIRB1A,5
162,OIRB1B,The user was not able to hear the device
162,OIRB1B_4_TEXT,
162,OIRB2A,4
162,OIRB2B,The user did not understand the device
162,OIRB2B_4_TEXT,
162,OIRB3A,5
162,OIRB3B,The user was not able to hear the device
162,OIRB3B_4_TEXT,
162,OIRB4A,5
162,OIRB4B,The user was confused by the device's response
162,OIRB4B_4_TEXT,
162,OIRB5A,4
162,OIRB5B,The user was confused by the device's response
162,OIRB5B_4_TEXT,
162,RFCA1A,4
162,RFCA2A,2
162,RFCA3A,5
162,RFCA4A,5
162,RFCA5A,5
162,RFCB1A,2
162,RFCB2A,2
162,RFCB3A,4
162,RFCB4A,4
162,RFCB5A,4
162,RFCC1A,2
162,RFCC2A,1
162,RFCC3A,4
162,RFCC4A,2
162,RFCC5A,4
162,RFCD1A,1
162,RFCD2A,2
162,RFCD3A,4
162,RFCD4A,4
162,RFCD5A,4
162,FEEDBK,No, thank you
163,DEM1,Yes
163,DEM2,35-44 years old
163,ATTN,Yes
163,EXP1,Yes
163,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
163,EXP1A_4_TEXT,NA
163,EXP2,No
163,EXP3,No
163,OIRA1A,2
163,OIRA1B,The user was not able to hear the device
163,OIRA1B_4_TEXT,
163,OIRA2A,2
163,OIRA2B,The user was confused by the device's response
163,OIRA2B_4_TEXT,
163,OIRA3A,2
163,OIRA3B,The user was confused by the device's response
163,OIRA3B_4_TEXT,
163,OIRA4A,3
163,OIRA4B,The user was not able to hear the device
163,OIRA4B_4_TEXT,
163,OIRA5A,2
163,OIRA5B,The user was confused by the device's response
163,OIRA5B_4_TEXT,
163,OIRB1A,2
163,OIRB1B,The user was not able to hear the device
163,OIRB1B_4_TEXT,
163,OIRB2A,2
163,OIRB2B,The user did not understand the device
163,OIRB2B_4_TEXT,
163,OIRB3A,2
163,OIRB3B,The user did not understand the device
163,OIRB3B_4_TEXT,
163,OIRB4A,2
163,OIRB4B,The user was not able to hear the device
163,OIRB4B_4_TEXT,
163,OIRB5A,2
163,OIRB5B,The user was confused by the device's response
163,OIRB5B_4_TEXT,
163,RFCA1A,2
163,RFCA2A,4
163,RFCA3A,4
163,RFCA4A,4
163,RFCA5A,5
163,RFCB1A,2
163,RFCB2A,3
163,RFCB3A,2
163,RFCB4A,2
163,RFCB5A,2
163,RFCC1A,2
163,RFCC2A,1
163,RFCC3A,2
163,RFCC4A,2
163,RFCC5A,2
163,RFCD1A,1
163,RFCD2A,3
163,RFCD3A,2
163,RFCD4A,2
163,RFCD5A,1
163,FEEDBK,
164,DEM1,Yes
164,DEM2,55-64 years old
164,ATTN,Yes
164,EXP1,Yes
164,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
164,EXP1A_4_TEXT,NA
164,EXP2,No
164,EXP3,No
164,OIRA1A,5
164,OIRA1B,Other (if other, please describe):
164,OIRA1B_4_TEXT,Not listening to the device again.
164,OIRA2A,4
164,OIRA2B,The user did not understand the device
164,OIRA2B_4_TEXT,
164,OIRA3A,5
164,OIRA3B,The user was confused by the device's response
164,OIRA3B_4_TEXT,
164,OIRA4A,5
164,OIRA4B,The user did not understand the device
164,OIRA4B_4_TEXT,
164,OIRA5A,2
164,OIRA5B,Other (if other, please describe):
164,OIRA5B_4_TEXT,User didn't specify the text message and what it should entail.
164,OIRB1A,5
164,OIRB1B,The user did not understand the device
164,OIRB1B_4_TEXT,
164,OIRB2A,5
164,OIRB2B,Other (if other, please describe):
164,OIRB2B_4_TEXT,Can only assume the user wasn't listening.
164,OIRB3A,5
164,OIRB3B,The user was confused by the device's response
164,OIRB3B_4_TEXT,
164,OIRB4A,5
164,OIRB4B,Other (if other, please describe):
164,OIRB4B_4_TEXT,The user must have misheard, the device did not make a mistake.
164,OIRB5A,4
164,OIRB5B,The user was confused by the device's response
164,OIRB5B_4_TEXT,
164,RFCA1A,1
164,RFCA2A,2
164,RFCA3A,5
164,RFCA4A,4
164,RFCA5A,5
164,RFCB1A,1
164,RFCB2A,1
164,RFCB3A,4
164,RFCB4A,4
164,RFCB5A,5
164,RFCC1A,1
164,RFCC2A,1
164,RFCC3A,4
164,RFCC4A,4
164,RFCC5A,2
164,RFCD1A,1
164,RFCD2A,1
164,RFCD3A,2
164,RFCD4A,4
164,RFCD5A,1
164,FEEDBK,To be honest, the way the human was talking to the device was really weird in sections. When I talk to my device and have seen others do so they do not communicate the way the human in the study did. Other than that this was a really interesting survey!
165,DEM1,Yes
165,DEM2,55-64 years old
165,ATTN,Yes
165,EXP1,Yes
165,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
165,EXP1A_4_TEXT,NA
165,EXP2,No
165,EXP3,No
165,OIRA1A,4
165,OIRA1B,The user was not able to hear the device
165,OIRA1B_4_TEXT,
165,OIRA2A,4
165,OIRA2B,Other (if other, please describe):
165,OIRA2B_4_TEXT,User was confused bt the term 'we'
165,OIRA3A,3
165,OIRA3B,Other (if other, please describe):
165,OIRA3B_4_TEXT,Device said they'd play 'a' playlist not the  specified playlist
165,OIRA4A,4
165,OIRA4B,The user was not able to hear the device
165,OIRA4B_4_TEXT,
165,OIRA5A,2
165,OIRA5B,Other (if other, please describe):
165,OIRA5B_4_TEXT,Device doesn't know content of text
165,OIRB1A,4
165,OIRB1B,The user was not able to hear the device
165,OIRB1B_4_TEXT,
165,OIRB2A,4
165,OIRB2B,The user was not able to hear the device
165,OIRB2B_4_TEXT,
165,OIRB3A,4
165,OIRB3B,Other (if other, please describe):
165,OIRB3B_4_TEXT,Device doesn't specify playlist requested
165,OIRB4A,4
165,OIRB4B,The user was confused by the device's response
165,OIRB4B_4_TEXT,
165,OIRB5A,2
165,OIRB5B,The user was confused by the device's response
165,OIRB5B_4_TEXT,
165,RFCA1A,1
165,RFCA2A,1
165,RFCA3A,5
165,RFCA4A,5
165,RFCA5A,5
165,RFCB1A,1
165,RFCB2A,4
165,RFCB3A,4
165,RFCB4A,4
165,RFCB5A,4
165,RFCC1A,1
165,RFCC2A,1
165,RFCC3A,4
165,RFCC4A,4
165,RFCC5A,2
165,RFCD1A,1
165,RFCD2A,1
165,RFCD3A,3
165,RFCD4A,2
165,RFCD5A,2
165,FEEDBK,You wouldnt personalise your interaction with a device, ie asking if a device has had a good day.
166,DEM1,Yes
166,DEM2,35-44 years old
166,ATTN,Yes
166,EXP1,Yes
166,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
166,EXP1A_4_TEXT,NA
166,EXP2,No
166,EXP3,No
166,OIRA1A,5
166,OIRA1B,The user was confused by the device's response
166,OIRA1B_4_TEXT,
166,OIRA2A,5
166,OIRA2B,The user was confused by the device's response
166,OIRA2B_4_TEXT,
166,OIRA3A,4
166,OIRA3B,The user was confused by the device's response
166,OIRA3B_4_TEXT,
166,OIRA4A,5
166,OIRA4B,The user was confused by the device's response
166,OIRA4B_4_TEXT,
166,OIRA5A,4
166,OIRA5B,The user was confused by the device's response
166,OIRA5B_4_TEXT,
166,OIRB1A,5
166,OIRB1B,The user was not able to hear the device
166,OIRB1B_4_TEXT,
166,OIRB2A,5
166,OIRB2B,The user was confused by the device's response
166,OIRB2B_4_TEXT,
166,OIRB3A,5
166,OIRB3B,The user was confused by the device's response
166,OIRB3B_4_TEXT,
166,OIRB4A,5
166,OIRB4B,The user was confused by the device's response
166,OIRB4B_4_TEXT,
166,OIRB5A,4
166,OIRB5B,The user did not understand the device
166,OIRB5B_4_TEXT,
166,RFCA1A,5
166,RFCA2A,5
166,RFCA3A,5
166,RFCA4A,5
166,RFCA5A,5
166,RFCB1A,2
166,RFCB2A,3
166,RFCB3A,4
166,RFCB4A,2
166,RFCB5A,4
166,RFCC1A,4
166,RFCC2A,4
166,RFCC3A,5
166,RFCC4A,5
166,RFCC5A,5
166,RFCD1A,2
166,RFCD2A,3
166,RFCD3A,4
166,RFCD4A,4
166,RFCD5A,4
166,FEEDBK,When interacting with artificial devices I think most people ask questions rather than make statements.
167,DEM1,Yes
167,DEM2,45-54 years old
167,ATTN,Yes
167,EXP1,Yes
167,EXP1A,Tablet
167,EXP1A_4_TEXT,NA
167,EXP2,No
167,EXP3,Yes
167,OIRA1A,4
167,OIRA1B,The user was confused by the device's response
167,OIRA1B_4_TEXT,
167,OIRA2A,4
167,OIRA2B,The user did not understand the device
167,OIRA2B_4_TEXT,
167,OIRA3A,4
167,OIRA3B,The user was confused by the device's response
167,OIRA3B_4_TEXT,
167,OIRA4A,3
167,OIRA4B,The user was confused by the device's response
167,OIRA4B_4_TEXT,
167,OIRA5A,2
167,OIRA5B,The user was confused by the device's response
167,OIRA5B_4_TEXT,
167,OIRB1A,5
167,OIRB1B,The user was not able to hear the device
167,OIRB1B_4_TEXT,
167,OIRB2A,4
167,OIRB2B,The user was confused by the device's response
167,OIRB2B_4_TEXT,
167,OIRB3A,4
167,OIRB3B,The user did not understand the device
167,OIRB3B_4_TEXT,
167,OIRB4A,4
167,OIRB4B,The user was confused by the device's response
167,OIRB4B_4_TEXT,
167,OIRB5A,4
167,OIRB5B,The user did not understand the device
167,OIRB5B_4_TEXT,
167,RFCA1A,1
167,RFCA2A,1
167,RFCA3A,5
167,RFCA4A,5
167,RFCA5A,5
167,RFCB1A,1
167,RFCB2A,1
167,RFCB3A,4
167,RFCB4A,4
167,RFCB5A,4
167,RFCC1A,1
167,RFCC2A,1
167,RFCC3A,4
167,RFCC4A,4
167,RFCC5A,2
167,RFCD1A,1
167,RFCD2A,1
167,RFCD3A,4
167,RFCD4A,4
167,RFCD5A,4
167,FEEDBK,none
168,DEM1,Yes
168,DEM2,45-54 years old
168,ATTN,Yes
168,EXP1,Yes
168,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
168,EXP1A_4_TEXT,NA
168,EXP2,No
168,EXP3,No
168,OIRA1A,2
168,OIRA1B,Other (if other, please describe):
168,OIRA1B_4_TEXT,I don't know why the user is confused 
168,OIRA2A,4
168,OIRA2B,The user was confused by the device's response
168,OIRA2B_4_TEXT,
168,OIRA3A,4
168,OIRA3B,The user was confused by the device's response
168,OIRA3B_4_TEXT,
168,OIRA4A,2
168,OIRA4B,The user did not understand the device
168,OIRA4B_4_TEXT,
168,OIRA5A,4
168,OIRA5B,The user was confused by the device's response
168,OIRA5B_4_TEXT,
168,OIRB1A,2
168,OIRB1B,The user was not able to hear the device
168,OIRB1B_4_TEXT,
168,OIRB2A,4
168,OIRB2B,The user was not able to hear the device
168,OIRB2B_4_TEXT,
168,OIRB3A,4
168,OIRB3B,The user was not able to hear the device
168,OIRB3B_4_TEXT,
168,OIRB4A,4
168,OIRB4B,The user was confused by the device's response
168,OIRB4B_4_TEXT,
168,OIRB5A,4
168,OIRB5B,The user was not able to hear the device
168,OIRB5B_4_TEXT,
168,RFCA1A,5
168,RFCA2A,4
168,RFCA3A,5
168,RFCA4A,5
168,RFCA5A,5
168,RFCB1A,2
168,RFCB2A,2
168,RFCB3A,2
168,RFCB4A,2
168,RFCB5A,2
168,RFCC1A,2
168,RFCC2A,2
168,RFCC3A,2
168,RFCC4A,3
168,RFCC5A,5
168,RFCD1A,2
168,RFCD2A,2
168,RFCD3A,4
168,RFCD4A,3
168,RFCD5A,3
168,FEEDBK,None
169,DEM1,Yes
169,DEM2,45-54 years old
169,ATTN,Yes
169,EXP1,Yes
169,EXP1A,Tablet
169,EXP1A_4_TEXT,NA
169,EXP2,No
169,EXP3,Yes
169,OIRA1A,4
169,OIRA1B,The user was confused by the device's response
169,OIRA1B_4_TEXT,
169,OIRA2A,4
169,OIRA2B,The user was confused by the device's response
169,OIRA2B_4_TEXT,
169,OIRA3A,4
169,OIRA3B,The user was confused by the device's response
169,OIRA3B_4_TEXT,
169,OIRA4A,4
169,OIRA4B,The user did not understand the device
169,OIRA4B_4_TEXT,
169,OIRA5A,5
169,OIRA5B,The user was confused by the device's response
169,OIRA5B_4_TEXT,
169,OIRB1A,5
169,OIRB1B,The user did not understand the device
169,OIRB1B_4_TEXT,
169,OIRB2A,4
